timestamp_s,gx_rad_s,gy_rad_s,gz_rad_s,ax_m_s2,ay_m_s2,az_m_s2,gx_raw,gy_raw,gz_raw,ax_raw,ay_raw,az_raw
5.861775,-3.167944,3.090975,-1.776395,17.565727,10.074831,-17.343119,-2593,2530,-1454,14677,8418,-14491
5.862097,-3.434281,3.296226,-1.534492,17.215059,10.050894,-17.398172,-2811,2698,-1256,14384,8398,-14537
5.862401,-3.274235,3.235140,-1.875355,16.917051,9.688258,-17.370645,-2680,2648,-1535,14135,8095,-14514
5.863158,-3.266905,2.908938,-1.943772,16.621436,9.533868,-17.388598,-2674,2381,-1591,13888,7966,-14529
5.863164,-3.486816,2.977355,-1.587027,16.450291,9.417777,-17.401763,-2854,2437,-1299,13745,7869,-14540
5.863336,-3.387856,3.037219,-1.648113,16.371301,9.264584,-17.479556,-2773,2486,-1349,13679,7741,-14605
5.863688,-3.426951,2.809978,-1.981645,16.011058,9.085061,-17.394582,-2805,2300,-1622,13378,7591,-14534
5.864043,-3.562563,2.718348,-1.709199,15.819567,8.937852,-17.343119,-2916,2225,-1399,13218,7468,-14491
5.864408,-3.533242,2.869842,-1.610239,15.731002,8.760722,-17.284474,-2892,2349,-1318,13144,7320,-14442
5.864762,-3.547902,2.711018,-1.921780,15.373153,8.521358,-17.139659,-2904,2219,-1573,12845,7120,-14321
5.865113,-3.670075,2.498437,-1.974315,15.125411,8.502209,-16.974498,-3004,2045,-1616,12638,7104,-14183
5.865302,-3.502698,2.597397,-1.678656,14.757987,8.428006,-16.853619,-2867,2126,-1374,12331,7042,-14082
5.865650,-3.533242,2.550971,-1.951102,14.748413,8.273617,-16.756677,-2892,2088,-1597,12323,6913,-14001
5.866003,-3.760483,2.383594,-1.997528,14.407319,8.171887,-16.625027,-3078,1951,-1635,12038,6828,-13891
5.866358,-3.616319,2.392146,-1.723860,14.276866,7.946885,-16.409599,-2960,1958,-1411,11929,6640,-13711
5.866525,-3.670075,2.505767,-1.731191,14.023140,7.988774,-16.228879,-3004,2051,-1417,11717,6675,-13560
5.866874,-3.798357,2.376264,-2.042732,13.863963,7.887044,-16.042175,-3109,1945,-1672,11584,6590,-13404
5.867230,-3.692066,2.201556,-2.012188,13.685637,7.781724,-16.026617,-3022,1802,-1647,11435,6502,-13391
5.867528,-3.692066,2.255313,-1.747073,13.610237,7.774543,-15.787253,-3022,1846,-1430,11372,6496,-13191
5.867886,-3.783696,2.255313,-2.004858,13.386432,7.737441,-15.620895,-3097,1846,-1641,11185,6465,-13052
5.868232,-3.791026,2.042732,-2.096488,13.346937,7.629728,-15.370759,-3103,1672,-1716,11152,6375,-12843
5.868604,-3.852113,2.050062,-1.830151,13.290686,7.616562,-15.155332,-3153,1678,-1498,11105,6364,-12663
5.868795,-3.942521,2.171013,-1.853364,13.123131,7.642893,-14.924345,-3227,1777,-1517,10965,6386,-12470
5.869144,-3.866774,1.875355,-2.186896,13.008237,7.472944,-14.686178,-3165,1535,-1790,10869,6244,-12271
5.869505,-3.965734,1.875355,-1.891237,12.774857,7.450205,-14.313967,-3246,1535,-1548,10674,6225,-11960
5.870040,-4.003607,2.004858,-1.860694,12.677914,7.425071,-14.060241,-3277,1641,-1523,10593,6204,-11748
5.870229,-3.920530,1.905898,-2.164905,12.462487,7.311373,-13.789760,-3209,1560,-1772,10413,6109,-11522
5.870595,-4.048811,1.799607,-2.012188,12.440944,7.319751,-13.674865,-3314,1473,-1647,10395,6116,-11426
5.870785,-4.117228,1.821599,-1.891237,12.300916,7.177330,-13.447470,-3370,1491,-1548,10278,5997,-11236
5.871222,-3.988947,1.776395,-2.240652,12.084292,7.137834,-13.014221,-3265,1454,-1834,10097,5964,-10874
5.871388,-4.170984,1.693317,-2.255313,11.998121,7.086371,-12.744936,-3414,1386,-1846,10025,5921,-10649
5.871704,-4.178315,1.670104,-1.974315,11.844928,7.058844,-12.450518,-3420,1367,-1616,9897,5898,-10403
5.872026,-4.072024,1.783725,-2.028071,11.706096,6.982248,-12.253043,-3333,1460,-1660,9781,5834,-10238
5.872377,-4.201528,1.715308,-2.309069,11.545723,6.820677,-11.943067,-3439,1404,-1890,9647,5699,-9979
5.872741,-4.254062,1.547931,-2.073275,11.475110,6.830252,-11.674979,-3482,1267,-1697,9588,5707,-9755
5.873127,-4.170984,1.677435,-2.073275,11.347050,6.843417,-11.224975,-3414,1373,-1697,9481,5718,-9379
5.873291,-4.269944,1.639561,-2.346942,11.163937,6.582510,-10.940132,-3495,1342,-1921,9328,5500,-9141
5.873606,-4.284605,1.441641,-2.406807,11.055026,6.624399,-10.771380,-3507,1180,-1970,9237,5535,-9000
5.874141,-4.178315,1.518610,-2.080605,10.977233,6.493945,-10.499702,-3420,1243,-1703,9172,5426,-8773
5.874342,-4.284605,1.594357,-2.406807,10.904227,6.520275,-10.212465,-3507,1305,-1970,9111,5448,-8533
5.874688,-4.315148,1.540601,-2.415359,10.885078,6.264156,-9.874962,-3532,1261,-1977,9095,5234,-8251
5.875027,-4.284605,1.479514,-2.202778,10.725901,6.248597,-9.587725,-3507,1211,-1803,8962,5221,-8011
5.875388,-4.277275,1.654222,-2.323729,10.621778,6.145671,-9.362723,-3501,1354,-1902,8875,5135,-7823
5.875925,-4.269944,1.495397,-2.536310,10.505686,6.189953,-8.881601,-3495,1224,-2076,8778,5172,-7421
5.876281,-4.277275,1.426980,-2.361603,10.353690,6.027186,-8.661386,-3501,1168,-1933,8651,5036,-7237
5.876310,-4.367683,1.495397,-2.368933,10.360871,5.913488,-8.350213,-3575,1224,-1939,8657,4941,-6977
5.876835,-4.390896,1.502727,-2.642601,10.141853,5.877583,-8.140770,-3594,1230,-2163,8474,4911,-6802
5.877192,-4.383565,1.472184,-2.467893,10.013793,5.687289,-7.674010,-3588,1205,-2020,8367,4752,-6412
5.877382,-4.345692,1.495397,-2.346942,9.847435,5.565213,-7.405922,-3557,1224,-1921,8228,4650,-6188
5.877574,-4.300488,1.533270,-2.581514,9.689455,5.529308,-7.188101,-3520,1255,-2113,8096,4620,-6006
5.878098,-4.277275,1.441641,-2.552193,9.639188,5.218135,-6.930785,-3501,1180,-2089,8054,4360,-5791
5.878290,-4.367683,1.479514,-2.399477,9.635598,5.048187,-6.771608,-3575,1211,-1964,8051,4218,-5658
5.878656,-4.232071,1.571144,-2.627940,9.518309,4.985952,-6.310832,-3464,1286,-2151,7953,4166,-5273
5.879015,-4.246732,1.479514,-2.833191,9.357936,4.898584,-6.138490,-3476,1211,-2319,7819,4093,-5129
5.879207,-4.367683,1.488066,-2.597397,9.252615,4.739407,-5.981706,-3575,1218,-2126,7731,3960,-4998
5.879551,-4.269944,1.587027,-2.665814,9.079077,4.591002,-5.787822,-3495,1299,-2182,7586,3836,-4836
5.879899,-4.223519,1.616348,-2.840521,8.959395,4.314536,-5.554442,-3457,1323,-2325,7486,3605,-4641
5.880251,-4.223519,1.502727,-2.718348,8.903144,4.223578,-5.195396,-3457,1230,-2225,7439,3529,-4341
5.880589,-4.155102,1.578474,-2.604727,8.826548,4.041661,-5.128374,-3401,1292,-2132,7375,3377,-4285
5.880944,-4.155102,1.693317,-2.878395,8.630269,3.714929,-4.838743,-3401,1386,-2356,7211,3104,-4043
5.881296,-4.201528,1.670104,-2.809978,8.509390,3.565327,-4.720258,-3439,1367,-2300,7110,2979,-3944
5.881475,-4.095237,1.662774,-2.635270,8.208988,3.425299,-4.498846,-3352,1361,-2157,6859,2862,-3759
5.881819,-4.086685,1.799607,-2.764774,8.010316,3.116519,-4.315733,-3345,1473,-2263,6693,2604,-3606
5.882173,-4.133111,1.783725,-2.930929,7.842761,2.962130,-4.312142,-3383,1460,-2399,6553,2475,-3603
5.882508,-4.079355,1.715308,-2.824638,7.897815,2.764654,-4.197248,-3339,1404,-2312,6599,2310,-3507
5.882853,-4.095237,1.776395,-2.726900,7.712308,2.513322,-4.090731,-3352,1454,-2232,6444,2100,-3418
5.883207,-4.026820,1.936441,-3.083645,7.632121,2.399624,-4.009347,-3296,1585,-2524,6377,2005,-3350
5.883401,-3.965734,1.783725,-2.970024,7.417890,2.106403,-3.917192,-3246,1460,-2431,6198,1760,-3273
5.883756,-3.958403,1.882685,-2.779434,7.245548,1.828741,-3.831021,-3240,1541,-2275,6054,1528,-3201
5.884110,-3.942521,1.974315,-2.939481,6.979854,1.681532,-3.822643,-3227,1616,-2406,5832,1405,-3194
5.884438,-3.882656,1.974315,-3.045772,6.898470,1.328470,-3.808281,-3178,1616,-2493,5764,1110,-3182
5.884793,-3.920530,1.974315,-2.893055,6.766820,0.993361,-3.695780,-3209,1616,-2368,5654,830,-3088
5.885147,-3.874104,2.125809,-3.007898,6.571739,0.771949,-3.708945,-3171,1740,-2462,5491,645,-3099
5.885334,-3.760483,2.140470,-3.128849,6.180378,0.707321,-3.779558,-3078,1752,-2561,5164,591,-3158
5.885837,-3.859443,2.140470,-2.939481,5.905110,0.228593,-3.852564,-3159,1752,-2406,4934,191,-3219
5.886188,-3.805687,2.232100,-2.999346,5.598724,-0.073006,-3.927963,-3115,1827,-2455,4678,-61,-3282
5.886373,-3.760483,2.285856,-3.159392,5.395265,-0.399738,-4.010544,-3078,1871,-2586,4508,-334,-3351
5.886721,-3.805687,2.247982,-3.022559,5.203773,-0.727667,-4.089534,-3115,1840,-2474,4348,-608,-3417
5.887069,-3.753153,2.247982,-3.045772,5.008692,-1.104665,-4.253498,-3072,1840,-2493,4185,-923,-3554
5.887422,-3.760483,2.430020,-3.211927,4.768131,-1.396689,-4.427037,-3078,1989,-2629,3984,-1167,-3699
5.887772,-3.722610,2.399477,-3.136179,4.541932,-1.705469,-4.678369,-3047,1964,-2567,3795,-1425,-3909
5.887961,-3.639532,2.399477,-2.977355,4.190067,-1.940045,-4.934489,-2979,1964,-2437,3501,-1621,-4123
5.888471,-3.608989,2.452011,-3.152062,4.166130,-2.386459,-5.023054,-2954,2007,-2580,3481,-1994,-4197
5.888651,-3.616319,2.452011,-3.174053,3.828627,-2.527684,-5.359360,-2960,2007,-2598,3199,-2112,-4478
5.888995,-3.510029,2.392146,-3.037219,3.676631,-2.883139,-5.486223,-2873,1958,-2486,3072,-2409,-4584
5.889339,-3.540572,2.513097,-2.984685,3.357080,-3.170376,-5.978116,-2898,2057,-2443,2805,-2649,-4995
5.889683,-3.562563,2.619388,-3.182605,2.940587,-3.486337,-6.228251,-2916,2144,-2605,2457,-2913,-5204
5.890026,-3.472155,2.566854,-3.022559,2.649759,-3.900436,-6.516685,-2842,2101,-2474,2214,-3259,-5445
5.890371,-3.448942,2.559523,-2.984685,2.253612,-4.114667,-6.864960,-2823,2095,-2443,1883,-3438,-5736
5.890714,-3.418399,2.695135,-3.182605,2.029807,-4.440202,-7.360443,-2798,2206,-2605,1696,-3710,-6150
5.891055,-3.387856,2.687805,-3.114188,1.783262,-4.555097,-7.876272,-2773,2200,-2549,1490,-3806,-6581
5.891235,-3.349982,2.642601,-2.970024,1.572621,-4.892600,-8.240106,-2742,2163,-2431,1314,-4088,-6885
5.891580,-3.426951,2.711018,-3.121519,1.339242,-5.255237,-8.644631,-2805,2219,-2555,1119,-4391,-7223
5.891922,-3.312109,2.794095,-3.128849,1.413444,-5.452712,-9.108997,-2711,2287,-2561,1181,-4556,-7611
5.892263,-3.358534,2.687805,-2.961472,1.095090,-5.688485,-9.818711,-2749,2200,-2424,915,-4753,-8204
5.892589,-3.320661,2.741561,-2.999346,0.703730,-5.864418,-10.267519,-2718,2244,-2455,588,-4900,-8579
5.892931,-3.266905,2.794095,-3.197266,0.275269,-6.118144,-10.676831,-2674,2287,-2617,230,-5112,-8921
5.893274,-3.312109,2.725678,-3.136179,0.154390,-6.401790,-11.031090,-2711,2231,-2567,129,-5349,-9217
5.893582,-3.304778,2.695135,-2.977355,-0.211837,-6.612431,-11.303965,-2705,2206,-2437,-177,-5525,-9445
5.893924,-3.229031,2.809978,-3.144732,-0.393754,-6.921210,-11.679766,-2643,2300,-2574,-329,-5783,-9759
5.894104,-3.327991,2.748891,-3.083645,-0.742028,-7.155787,-12.072323,-2724,2250,-2524,-620,-5979,-10087
5.894579,-3.175275,2.665814,-2.992015,-1.134585,-7.377198,-12.645600,-2599,2182,-2449,-948,-6164,-10566
5.894759,-3.167944,2.703687,-3.053102,-1.440971,-7.815235,-13.074062,-2593,2213,-2499,-1204,-6530,-10924
5.895100,-3.221701,2.756222,-3.204596,-1.679138,-8.095290,-13.425927,-2637,2256,-2623,-1403,-6764,-11218
5.895415,-3.183827,2.673144,-3.067763,-1.876614,-8.359788,-13.788563,-2606,2188,-2511,-1568,-6985,-11521
5.895758,-3.198488,2.588845,-3.114188,-2.112387,-8.681732,-14.177530,-2618,2119,-2549,-1765,-7254,-11846
5.896099,-3.084867,2.626718,-3.242470,-2.551620,-8.966575,-14.759184,-2525,2150,-2654,-2132,-7492,-12332
5.896416,-3.084867,2.566854,-3.152062,-3.014790,-9.295701,-14.998548,-2525,2101,-2580,-2519,-7767,-12532
5.896740,-3.016450,2.491106,-3.022559,-3.367851,-9.535065,-15.376743,-2469,2039,-2474,-2814,-7967,-12848
5.897117,-3.092197,2.498437,-3.189936,-3.517454,-9.963527,-15.735789,-2531,2045,-2611,-2939,-8325,-13148
5.897453,-3.092197,2.536310,-3.144732,-3.712536,-10.293849,-16.007468,-2531,2076,-2574,-3102,-8601,-13375
5.897634,-2.962694,2.361603,-3.037219,-4.039268,-10.631352,-16.450291,-2425,1933,-2486,-3375,-8883,-13745
5.897979,-2.940703,2.354273,-3.105636,-4.434218,-10.938935,-16.816518,-2407,1927,-2542,-3705,-9140,-14051
5.898321,-2.910160,2.331060,-3.258352,-4.766934,-11.382955,-17.084606,-2382,1908,-2667,-3983,-9511,-14275
5.898684,-2.872286,2.277304,-3.045772,-5.127177,-11.774315,-17.398172,-2351,1864,-2493,-4284,-9838,-14537
5.899035,-2.879616,2.179565,-3.007898,-5.440744,-12.092669,-17.596844,-2357,1784,-2462,-4546,-10104,-14703
5.899365,-2.864956,2.171013,-3.204596,-5.835694,-12.412220,-17.861342,-2345,1777,-2623,-4876,-10371,-14924
5.899709,-2.780656,2.118479,-3.152062,-6.515488,-12.811958,-18.123445,-2276,1734,-2580,-5444,-10705,-15143
5.900052,-2.765995,1.943772,-2.939481,-6.887699,-13.366086,-18.356825,-2264,1591,-2406,-5755,-11168,-15338
5.900415,-2.690248,1.981645,-3.090975,-7.100733,-13.694014,-18.670392,-2202,1622,-2530,-5933,-11442,-15600
5.900592,-2.636492,1.897346,-3.121519,-7.542360,-14.085375,-18.893001,-2158,1553,-2555,-6302,-11769,-15786
5.901101,-2.629162,1.745851,-2.961472,-7.815235,-14.786711,-18.950448,-2152,1429,-2424,-6530,-12355,-15834
5.901288,-2.522871,1.693317,-3.015228,-8.041434,-15.095491,-19.214945,-2065,1386,-2468,-6719,-12613,-16055
5.901647,-2.506989,1.601687,-3.090975,-8.517768,-15.492835,-19.346595,-2052,1311,-2530,-7117,-12945,-16165
5.901998,-2.492328,1.441641,-2.885725,-8.947426,-16.073293,-19.460293,-2040,1180,-2362,-7476,-13430,-16260
5.902354,-2.340834,1.320690,-2.946811,-9.404612,-16.488589,-19.698460,-1916,1081,-2412,-7858,-13777,-16459
5.902708,-2.362825,1.304807,-2.977355,-9.665518,-16.964924,-19.770270,-1934,1068,-2437,-8076,-14175,-16519
5.903064,-2.301738,1.145982,-2.802647,-10.048501,-17.417321,-19.892345,-1884,938,-2294,-8396,-14553,-16621
5.903250,-2.241874,1.077565,-2.711018,-10.500899,-17.754825,-19.809765,-1835,882,-2219,-8774,-14835,-16552
5.903748,-2.142913,0.993266,-2.885725,-11.032287,-18.348447,-20.114954,-1754,813,-2362,-9218,-15331,-16807
5.904113,-2.067166,0.872315,-2.779434,-11.368593,-18.743398,-20.112560,-1692,714,-2275,-9499,-15661,-16805
5.904310,-2.029293,0.720820,-2.612058,-11.722852,-19.088082,-20.373467,-1661,590,-2138,-9795,-15949,-17023
5.904674,-2.020741,0.712268,-2.718348,-12.138148,-19.353776,-20.383041,-1654,583,-2225,-10142,-16171,-17031
5.905036,-1.982867,0.681725,-2.726900,-12.412220,-19.803781,-20.446473,-1623,558,-2232,-10371,-16547,-17084
5.905232,-1.869246,0.522900,-2.581514,-12.693473,-20.132906,-20.517085,-1530,428,-2113,-10606,-16822,-17143
5.905596,-1.824042,0.378736,-2.543641,-12.936427,-20.395010,-20.509904,-1493,310,-2082,-10809,-17041,-17137
5.905958,-1.770286,0.355523,-2.620610,-13.255978,-20.637964,-20.588894,-1449,291,-2145,-11076,-17244,-17203
5.906156,-1.717752,0.249233,-2.430020,-13.634173,-21.050867,-20.728922,-1406,204,-1989,-11392,-17589,-17320
5.906520,-1.663996,0.112399,-2.361603,-13.950134,-21.218422,-20.725332,-1362,92,-1933,-11656,-17729,-17317
5.906884,-1.626122,0.051313,-2.505767,-14.373808,-21.419488,-20.752859,-1331,42,-2051,-12010,-17897,-17340
5.907087,-1.543044,0.036652,-2.453233,-14.740035,-21.709118,-20.866557,-1263,30,-2008,-12316,-18139,-17435
5.907590,-1.527162,-0.123395,-2.233321,-15.138576,-21.984387,-20.909642,-1250,-101,-1828,-12649,-18369,-17471
5.907782,-1.527162,-0.237016,-2.278525,-15.338445,-22.222554,-20.783976,-1250,-194,-1865,-12816,-18568,-17366
5.908140,-1.474627,-0.260228,-2.293186,-15.543101,-22.356598,-20.873738,-1207,-213,-1877,-12987,-18680,-17441
5.908498,-1.420871,-0.442266,-2.080605,-15.894966,-22.493035,-20.774402,-1163,-362,-1703,-13281,-18794,-17358
5.908856,-1.444084,-0.541226,-2.004858,-16.017042,-22.679739,-20.882115,-1182,-443,-1641,-13383,-18950,-17448
5.909047,-1.382998,-0.601091,-2.118479,-16.225289,-22.849687,-20.819881,-1132,-492,-1734,-13557,-19092,-17396
5.909414,-1.406211,-0.685390,-1.898568,-16.315050,-22.899954,-20.794748,-1151,-561,-1554,-13632,-19134,-17375
5.909766,-1.323133,-0.852767,-1.822820,-16.447897,-22.963385,-20.722938,-1083,-698,-1492,-13743,-19187,-17315
5.910113,-1.330463,-0.860098,-1.921780,-16.736331,-23.130940,-20.666688,-1089,-704,-1573,-13984,-19327,-17268
5.910421,-1.429423,-0.867428,-1.815490,-16.808140,-23.156073,-20.648735,-1170,-710,-1486,-14044,-19348,-17253
5.910768,-1.382998,-1.103222,-1.640783,-17.036733,-23.212324,-20.484771,-1132,-903,-1343,-14235,-19395,-17116
5.911114,-1.330463,-1.155756,-1.738521,-17.225830,-23.304479,-20.438095,-1089,-946,-1423,-14393,-19472,-17077
5.911432,-1.337794,-1.194851,-1.754403,-17.298836,-23.302085,-20.254982,-1095,-978,-1436,-14454,-19470,-16924
5.911779,-1.330463,-1.277929,-1.488066,-17.387401,-23.280543,-20.160433,-1089,-1046,-1218,-14528,-19452,-16845
5.912124,-1.276707,-1.437976,-1.518610,-17.471178,-23.335596,-20.061097,-1045,-1177,-1243,-14598,-19498,-16762
5.912308,-1.299920,-1.521053,-1.602909,-17.498705,-23.328415,-19.939021,-1064,-1245,-1312,-14621,-19492,-16660
5.912654,-1.337794,-1.589470,-1.381776,-17.569318,-23.302085,-19.715216,-1095,-1301,-1131,-14680,-19470,-16473
5.913160,-1.299920,-1.665217,-1.291368,-17.683016,-23.390650,-19.528512,-1064,-1363,-1057,-14775,-19544,-16317
5.913342,-1.345124,-1.787390,-1.404989,-17.718920,-23.446901,-19.393271,-1101,-1463,-1150,-14805,-19591,-16204
5.913687,-1.307251,-1.787390,-1.222951,-17.766793,-23.394241,-19.079704,-1070,-1463,-1001,-14845,-19547,-15942
5.914031,-1.284038,-1.953545,-1.055574,-17.838602,-23.225489,-18.872655,-1051,-1599,-864,-14905,-19406,-15769
5.914373,-1.314581,-2.037845,-1.147204,-17.873310,-23.146499,-18.624913,-1076,-1668,-939,-14934,-19340,-15562
5.914717,-1.375667,-2.037845,-1.093448,-17.941529,-23.154877,-18.429831,-1126,-1668,-895,-14991,-19347,-15399
5.915060,-1.323133,-2.167348,-0.926071,-17.985811,-23.103413,-18.229962,-1083,-1774,-758,-15028,-19304,-15232
5.915240,-1.406211,-2.250426,-0.933401,-17.945119,-23.099823,-17.819453,-1151,-1842,-764,-14994,-19301,-14889
5.915581,-1.337794,-2.302960,-1.048244,-18.034881,-22.981338,-17.535807,-1095,-1885,-858,-15069,-19202,-14652
5.915923,-1.368337,-2.401920,-0.864984,-18.030093,-22.927481,-17.341922,-1120,-1966,-708,-15065,-19157,-14490
5.916265,-1.368337,-2.554636,-0.789237,-18.091131,-22.780272,-17.126494,-1120,-2091,-646,-15116,-19034,-14310
5.916579,-1.314581,-2.614501,-0.850324,-18.015731,-22.702479,-16.810534,-1076,-2140,-696,-15053,-18969,-14046
5.916921,-1.284038,-2.637714,-0.706160,-18.050439,-22.637850,-16.772235,-1051,-2159,-578,-15082,-18915,-14014
5.917263,-1.361007,-2.729344,-0.561996,-18.092328,-22.539711,-16.288720,-1114,-2234,-460,-15117,-18833,-13610
5.917579,-1.337794,-2.805091,-0.630412,-18.100706,-22.464311,-15.995499,-1095,-2296,-516,-15124,-18770,-13365
5.917921,-1.345124,-2.941925,-0.607200,-18.109083,-22.415242,-15.710656,-1101,-2408,-497,-15131,-18729,-13127
5.918263,-1.292590,-3.003011,-0.401949,-18.088737,-22.300347,-15.455733,-1058,-2458,-329,-15114,-18633,-12914
5.918580,-1.307251,-3.055545,-0.371406,-18.097115,-22.281198,-14.913574,-1070,-2501,-304,-15121,-18617,-12461
5.918923,-1.284038,-3.123962,-0.493579,-18.003763,-22.142367,-14.603598,-1051,-2557,-404,-15043,-18501,-12202
5.919265,-1.276707,-3.222922,-0.235794,-18.065998,-22.130399,-14.233780,-1045,-2638,-193,-15095,-18491,-11893
5.919569,-1.177747,-3.306000,-0.250455,-18.070785,-22.052605,-13.725132,-964,-2706,-205,-15099,-18426,-11468
5.919912,-1.200960,-3.367086,-0.333532,-17.914002,-22.045424,-13.463028,-983,-2756,-273,-14968,-18420,-11249
5.920254,-1.139874,-3.412290,-0.212581,-17.851767,-21.960450,-13.176988,-933,-2793,-174,-14916,-18349,-11010
5.920579,-1.155756,-3.511250,-0.090408,-17.793123,-21.914971,-12.823926,-946,-2874,-74,-14867,-18311,-10715
5.920921,-1.117882,-3.586998,-0.128282,-17.783548,-21.754597,-12.572594,-915,-2936,-105,-14859,-18177,-10505
5.921263,-1.056796,-3.663967,-0.120951,-17.799107,-21.849146,-12.066339,-865,-2999,-99,-14872,-18256,-10082
5.921579,-1.040913,-3.701840,0.037874,-17.769187,-21.709118,-11.750379,-852,-3030,31,-14847,-18139,-9818
5.921759,-1.003040,-3.815461,0.046426,-17.765596,-21.608585,-11.412876,-821,-3123,38,-14844,-18055,-9536
5.922266,-0.950506,-3.846004,0.030543,-17.830224,-21.692363,-11.028696,-778,-3148,25,-14898,-18125,-9215
5.922581,-0.919962,-3.822791,0.205251,-17.765596,-21.639702,-10.731885,-753,-3129,168,-14844,-18081,-8967
5.922763,-0.896749,-3.929082,0.182038,-17.794320,-21.624144,-10.346509,-734,-3216,149,-14868,-18068,-8645
5.923106,-0.844215,-4.020712,0.205251,-17.811075,-21.644490,-10.001825,-691,-3291,168,-14882,-18085,-8357
5.923579,-0.821002,-3.959625,0.311541,-17.867326,-21.594223,-9.733737,-672,-3241,255,-14929,-18043,-8133
5.923759,-0.775798,-4.051255,0.410501,-17.838602,-21.508052,-9.483602,-635,-3316,336,-14905,-17971,-7924
5.924102,-0.759916,-4.089128,0.334754,-17.990598,-21.500871,-9.160460,-622,-3347,274,-15032,-17965,-7654
5.924416,-0.722042,-4.103789,0.327423,-17.985811,-21.559515,-8.870830,-591,-3359,268,-15028,-18014,-7412
5.924759,-0.752585,-4.180758,0.509461,-17.953497,-21.613372,-8.704472,-616,-3422,417,-15001,-18059,-7273
5.925102,-0.730594,-4.210080,0.493579,-18.008551,-21.620553,-8.419629,-598,-3446,404,-15047,-18065,-7035
5.925416,-0.737925,-4.225962,0.516792,-18.002566,-21.601404,-8.144360,-604,-3459,423,-15042,-18049,-6805
5.925758,-0.669508,-4.233293,0.646295,-18.046849,-21.572681,-8.042630,-548,-3465,529,-15079,-18025,-6720
5.926101,-0.608421,-4.278497,0.736703,-17.975040,-21.826406,-7.920555,-498,-3502,603,-15019,-18237,-6618
5.926418,-0.653625,-4.218632,0.653625,-18.071982,-21.807257,-7.620153,-535,-3453,535,-15100,-18221,-6367
5.926760,-0.759916,-4.256505,0.828333,-18.039668,-21.893428,-7.466960,-622,-3484,678,-15073,-18293,-6239
5.927102,-0.700051,-4.287049,0.873537,-18.004960,-21.958057,-7.379592,-573,-3509,715,-15044,-18347,-6166
5.927416,-0.752585,-4.294379,0.835663,-18.025306,-22.082526,-7.219218,-616,-3515,684,-15061,-18451,-6032
5.927758,-0.759916,-4.316370,0.842993,-17.935545,-22.250081,-7.143819,-622,-3533,690,-14986,-18591,-5969
5.928101,-0.768468,-4.324922,1.064126,-17.952300,-22.409258,-6.935572,-629,-3540,871,-15000,-18724,-5795
5.928280,-0.768468,-4.346913,1.017701,-17.873310,-22.429604,-6.880518,-629,-3558,833,-14934,-18741,-5749
5.928579,-0.783129,-4.370126,1.010370,-17.918789,-22.546892,-6.858975,-641,-3577,827,-14972,-18839,-5731
5.929084,-0.759916,-4.362796,1.147204,-17.928364,-22.619898,-6.869747,-622,-3571,939,-14980,-18900,-5740
5.929263,-0.874758,-4.384787,1.238834,-17.861342,-22.880805,-6.740490,-716,-3589,1014,-14924,-19118,-5632
5.929741,-0.943175,-4.377457,1.185078,-17.791926,-23.099823,-6.671075,-772,-3583,970,-14866,-19301,-5574
5.930082,-0.919962,-4.346913,1.336572,-17.839799,-23.213521,-6.668681,-753,-3558,1094,-14906,-19396,-5572
5.930263,-1.011592,-4.377457,1.451415,-17.691393,-23.364320,-6.668681,-828,-3583,1188,-14782,-19522,-5572
5.930579,-1.003040,-4.445873,1.352454,-17.643520,-23.566583,-6.764427,-821,-3639,1107,-14742,-19691,-5652
5.930921,-1.018922,-4.438543,1.404989,-17.574105,-23.722169,-6.702192,-834,-3633,1150,-14684,-19821,-5600
5.931263,-1.125213,-4.431213,1.549153,-17.551365,-23.987863,-6.760836,-921,-3627,1268,-14665,-20043,-5649
5.931578,-1.170417,-4.453204,1.663996,-17.607616,-24.131482,-6.753655,-958,-3645,1362,-14712,-20163,-5643
5.931920,-1.125213,-4.506960,1.648113,-17.459210,-24.265526,-6.862566,-921,-3689,1349,-14588,-20275,-5734
5.932100,-1.200960,-4.530173,1.784947,-17.454423,-24.485740,-6.981051,-983,-3708,1461,-14584,-20459,-5833
5.932416,-1.208290,-4.544834,1.914450,-17.424502,-24.659279,-6.957115,-989,-3720,1567,-14559,-20604,-5813
5.932758,-1.292590,-4.568046,1.898568,-17.357480,-24.689200,-7.164165,-1058,-3739,1554,-14503,-20629,-5986
5.933100,-1.361007,-4.582707,1.937663,-17.237798,-24.984814,-7.184510,-1114,-3751,1586,-14403,-20876,-6003
5.933418,-1.420871,-4.575377,2.141692,-17.170777,-25.066198,-7.323342,-1163,-3745,1753,-14347,-20944,-6119
5.933760,-1.420871,-4.651124,2.127031,-17.225830,-25.195455,-7.374805,-1163,-3807,1741,-14393,-21052,-6162
5.934102,-1.382998,-4.627911,2.172235,-17.140856,-25.336679,-7.454992,-1132,-3788,1778,-14322,-21170,-6229
5.934418,-1.474627,-4.704880,2.301738,-17.070244,-25.372584,-7.664435,-1207,-3851,1884,-14263,-21200,-6404
5.934760,-1.497840,-4.742754,2.431242,-16.906279,-25.483888,-7.708718,-1226,-3882,1990,-14126,-21293,-6441
5.935102,-1.557705,-4.764745,2.438572,-16.850029,-25.645459,-7.797282,-1275,-3900,1996,-14079,-21428,-6515
